par;ind;fam;cient;autor;verna;cap;ht;hc;qf;qc;estrato;obs
18;29;Lauraceae;Ocotea aciphylla;(Nees & Mart.) Mez;Canela-amarela;59;12;3;3;2;dossel;
18;30;Rubiaceae;Faramea montevidensis;(Cham. & Schltdl.) DC.;Caf�-do-mato;23;7;2;3;2;sub;
18;31;Peraceae;Pera glabrata;(Schott) Baill.;Sapateiro;63;13;5;2;1;dossel;
18;32;Euphorbiaceae;Aparisthmium cordatum;(A.Juss.) Baill.;Iricurana;41;12;6;3;1;dossel;
18;33;Myrtaceae;Myrcia racemosa;(O.Berg) Kiaersk.;Guamirim-branco;41;9;3;3;2;inter;
18;34;Myrtaceae;Myrcia racemosa;(O.Berg) Kiaersk.;Guamirim-branco;17,5;7;2;2;2;inter;
18;35;Myrtaceae;Myrcia racemosa;(O.Berg) Kiaersk.;Guamirim-branco;16,5;7;2;2;2;sub;
18;36;Rubiaceae;Amaioua guianensis;Aubl.;Canela-de-veado;32;11;7;1;1;inter;
19;1;Fabaceae;Pterocarpus rohrii;Vahl;Pau-sangue;143;25;12;1;1;dossel;
19;2;Myrtaceae;Myrcia racemosa;(O.Berg) Kiaersk.;Guamirim-branco;19;7;2;2;1;inter;
19;3;Clusiaceae;Garcinia gardneriana;(Planch. & Triana) Zappi;Bacupari;27;8;2;2;3;sub;
19;4;Lauraceae;Ocotea aciphylla;(Nees & Mart.) Mez;Canela-amarela;83;16;8;2;1;dossel;
19;5;Elaeocarpaceae;Sloanea guianensis;(Aubl.) Benth.;Urucurana;72;18;8;2;1;dossel;
19;6;Myrtaceae;Neomitranthes glomerata;(D.Legrand) D.Legrand;Pitang�o;56;14;7;2;1;inter;
19;7;Elaeocarpaceae;Sloanea guianensis;(Aubl.) Benth.;Urucurana;31;11;5;2;1;inter;
19;8;Clusiaceae;Garcinia gardneriana;(Planch. & Triana) Zappi;Bacupari;42;14;5;2;1;inter;
19;9;Lauraceae;Aniba firmula;(Nees & Mart.) Mez;Canela;97;16;8;2;1;inter;
19;10;Clusiaceae;Garcinia gardneriana;(Planch. & Triana) Zappi;Bacupari;27;12;4;1;1;inter;
19;11;Monimiaceae;Mollinedia schottiana;(Spreng.) Perkins;Espinheira-santa;24;4;2;3;3;sub;
19;12;Clusiaceae;Garcinia gardneriana;(Planch. & Triana) Zappi;Bacupari;28;8;3;1;2;inter;
19;13;Clusiaceae;Garcinia gardneriana;(Planch. & Triana) Zappi;Bacupari;29;9;5;1;2;inter;
19;14;Euphorbiaceae;Aparisthmium cordatum;(A.Juss.) Baill.;Iricurana;29;8;3;2;1;inter;
19;15;Lauraceae;Ocotea aciphylla;(Nees & Mart.) Mez;Canela-amarela;26;7;4;2;1;sub;
19;16;Clusiaceae;Garcinia gardneriana;(Planch. & Triana) Zappi;Bacupari;21,5;4,5;2,5;1;2;sub;
19;17;Lauraceae;Ocotea aciphylla;(Nees & Mart.) Mez;Canela-amarela;16;7;4;2;1;sub;
19;18;Lauraceae;Ocotea aciphylla;(Nees & Mart.) Mez;Canela-amarela;22;7;4;2;1;sub;
19;19;Myrtaceae;Myrcia reitzii;(D.Legrand) Mazine;Cambuimzinho;27;9;5;1;2;inter;
19;20;Rubiaceae;Amaioua guianensis;Aubl.;Canela-de-veado;22;7;3;2;1;inter;
19;21;Anacardiaceae;Tapirira guianensis;Aubl.;Pau-pombo;143;20;9;2;1;dossel;
19;22;Clusiaceae;Garcinia gardneriana;(Planch. & Triana) Zappi;Bacupari;24;11;3;3;1;inter;
19;23;;Morta;;;41;;;;;;Morta
19;24;;Morta;;;33;;;;;;Morta
19;25;Fabaceae;Ormosia arborea;(Vell.) Harms;Olho-de-cabra;136;22;11;1;1;dossel;
19;26;Elaeocarpaceae;Sloanea guianensis;(Aubl.) Benth.;Urucurana;35;11;6;2;1;inter;
19;27;Clusiaceae;Garcinia gardneriana;(Planch. & Triana) Zappi;Bacupari;22;10;4;1;1;sub;1
19;27;Clusiaceae;Garcinia gardneriana;(Planch. & Triana) Zappi;Bacupari;19;10;4;1;1;sub;2
19;27;Clusiaceae;Garcinia gardneriana;(Planch. & Triana) Zappi;Bacupari;16;10;4;1;1;sub;3
19;28;Cyatheaceae;Cyatheaceae sp. 1;;;30;6;5;1;1;sub;
19;29;Monimiaceae;Mollinedia schottiana;(Spreng.) Perkins;Espinheira-santa;34;9;4;3;2;sub;bif
19;29;Monimiaceae;Mollinedia schottiana;(Spreng.) Perkins;Espinheira-santa;45;9;4;3;2;sub;bif
19;30;Elaeocarpaceae;Sloanea guianensis;(Aubl.) Benth.;Urucurana;67;16;7;1;1;dossel;
19;31;Sapotaceae;Manilkara subsericea;(Mart.) Dubard;Ma�aranduba;106;18;8;1;1;dossel;
19;32;Fabaceae;Andira fraxinifolia;Benth.;Pau-angelim;109;18;7;2;1;dossel;
19;33;Sapindaceae;Matayba intermedia;Radlk.;Mata�ba;134;25;10;2;1;dossel;
19;34;Chrysobalanaceae;Hirtella hebeclada;Moric. ex DC.;Pau-cinza;27;13;10;1;2;inter;
19;35;Myrtaceae;Neomitranthes glomerata;(D.Legrand) D.Legrand;Pitang�o;46;14;10;3;2;inter;
19;36;Clusiaceae;Garcinia gardneriana;(Planch. & Triana) Zappi;Bacupari;22;7;2;3;1;sub;
19;37;Lauraceae;Ocotea dispersa;(Nees & Mart.) Mez;Canela-sab�o;16;7;4;2;1;sub;
19;38;Sapindaceae;Matayba intermedia;Radlk.;Mata�ba;113;14;8;2;1;dossel;
19;39;Malpighiaceae;Bunchosia pallescens;Skottsb.;Caf�-do-mato;58;14;6;2;1;inter;
19;40;Sapindaceae;Matayba intermedia;Radlk.;Mata�ba;77;16;8;1;1;dossel;
19;41;Burseraceae;Protium kleinii;Cuatrec.;Alm�cega;67;16;6;3;1;inter;
19;42;Fabaceae;Fabaceae sp. 1;;;68;16;12;3;1;dossel;
19;43;Rubiaceae;Psychotria nuda;(Cham. & Schltdl.) Wawra;Cravo-negro;16;3,5;2;1;1;sub;
20;1;Myrtaceae;Neomitranthes glomerata;(D.Legrand) D.Legrand;Pitang�o;42;12;10;1;2;inter;
20;2;Myrtaceae;Myrcia pubipetala;Miq.;Goiab�o;20;8;4;2;2;sub;
20;3;Sapotaceae;Manilkara subsericea;(Mart.) Dubard;Ma�aranduba;86;18;9;1;2;dossel;
20;4;Euphorbiaceae;Aparisthmium cordatum;(A.Juss.) Baill.;Iricurana;19;7;5;1;1;sub;
20;5;Celastraceae;Monteverdia gonoclada;(Mart.) Biral;Espinheira-santa;78;17;7;2;1;dossel;
20;6;Meliaceae;Guarea macrophylla;Vahl;Caf�-bravo;20;6;1,5;2;2;sub;
20;7;Rubiaceae;Amaioua guianensis;Aubl.;Canela-de-veado;89;20;17;1;1;dossel;
20;8;Sapotaceae;Manilkara subsericea;(Mart.) Dubard;Ma�aranduba;338;30;20;1;1;e;
20;9;Annonaceae;Xylopia brasiliensis;Spreng.;Pimenta-do-mato;37;9;5;1;2;inter;
20;10;Rubiaceae;Amaioua guianensis;Aubl.;Canela-de-veado;55;9;7;3;2;sub;
20;11;Lauraceae;Endlicheria paniculata;(Spreng.) J.F.Macbr.;Canela-garuva;23;7;5;3;2;sub;
20;12;Myrtaceae;Myrcia racemosa;(O.Berg) Kiaersk.;Guamirim-branco;47;11;7;2;1;inter;
20;13;Clusiaceae;Garcinia gardneriana;(Planch. & Triana) Zappi;Bacupari;22;8;4;2;1;inter;
20;14;Myrtaceae;Myrcia reitzii;(D.Legrand) Mazine;Cambuimzinho;22;5;3,5;3;2;sub;
20;15;Peraceae;Pera glabrata;(Schott) Baill.;Sapateiro;66;17;11;1;1;dossel;
20;16;Melastomataceae;Miconia pussiliflora;(DC.) Naudin;Pixirica;16;17;2;1;2;sub;
20;17;Melastomataceae;Miconia pussiliflora;(DC.) Naudin;Pixirica;19;8;4;1;1;sub;
20;18;Clusiaceae;Garcinia gardneriana;(Planch. & Triana) Zappi;Bacupari;26;8;3;3;1;inter;
20;19;Euphorbiaceae;Aparisthmium cordatum;(A.Juss.) Baill.;Iricurana;28;5;5;1;1;inter;
20;20;Olacaceae;Tetrastylidium grandifolium;(Baill.) Sleumer;Tatu;43;11;8;1;2;inter;
20;21;;Morta;;;73;;;;;;Morta
20;22;Lauraceae;Ocotea aciphylla;(Nees & Mart.) Mez;Canela-amarela;82;13;7;1;2;inter;
20;23;Olacaceae;Tetrastylidium grandifolium;(Baill.) Sleumer;Tatu;102;18;10;1;1;dossel;
20;24;Rubiaceae;Amaioua guianensis;Aubl.;Canela-de-veado;25;7;4;2;1;sub;
20;25;Fabaceae;Pterocarpus rohrii;Vahl;Pau-sangue;163;26;10;1;1;dossel;
20;26;Elaeocarpaceae;Sloanea guianensis;(Aubl.) Benth.;Urucurana;116;18;7;1;2;inter;
20;27;Rubiaceae;Faramea montevidensis;(Cham. & Schltdl.) DC.;Caf�-do-mato;19;6;4;1;1;sub;
20;28;Boraginaceae;Cordia sellowiana;Cham.;Louro-mole;36;9;3;3;1;inter;
20;29;Rubiaceae;Psychotria nuda;(Cham. & Schltdl.) Wawra;Cravo-negro;26;5;2;3;1;sub;
21;1;Clusiaceae;Garcinia gardneriana;(Planch. & Triana) Zappi;Bacupari;23;8;3;2;1;sub;
21;2;Myrtaceae;Myrcia strigipes;Mart.;Guamirim;18;8;4;1;1;sub;
21;3;Clusiaceae;Garcinia gardneriana;(Planch. & Triana) Zappi;Bacupari;56;12;6;1;2;inter;
21;4;Myrtaceae;Myrcia strigipes;Mart.;Guamirim;21;9;2;1;2;sub;
21;5;Rubiaceae;Psychotria nuda;(Cham. & Schltdl.) Wawra;Cravo-negro;25;7;3;2;1;sub;
21;6;Rubiaceae;Faramea montevidensis;(Cham. & Schltdl.) DC.;Caf�-do-mato;28;8;2;2;1;sub;
21;7;Fabaceae;Pterocarpus rohrii;Vahl;Pau-sangue;66;12;8;2;1;dossel;
21;8;Olacaceae;Heisteria silvianii;Schwacke;Brinco-de-mulata;39;10;4;1;2;inter;
21;9;Fabaceae;Pterocarpus rohrii;Vahl;Pau-sangue;230;25;6;2;1;dossel;
21;10;Lauraceae;Endlicheria paniculata;(Spreng.) J.F.Macbr.;Canela-garuva;29;8;4;2;1;inter;
21;11;Myrtaceae;Myrcia strigipes;Mart.;Guamirim;23;9;2;2;1;sub;
21;12;Myrtaceae;Myrcia strigipes;Mart.;Guamirim;27;9;2;2;1;sub;
21;13;;Morta;;;42;9;6;2;1;inter;Morta
21;14;Myrtaceae;Myrcia strigipes;Mart.;Guamirim;18;5;2;2;2;sub;
21;15;Anacardiaceae;Tapirira guianensis;Aubl.;Pau-pombo;54;10;7;2;1;inter;
21;16;Clusiaceae;Garcinia gardneriana;(Planch. & Triana) Zappi;Bacupari;17;7;3;2;1;sub;
21;17;Lauraceae;Ocotea aciphylla;(Nees & Mart.) Mez;Canela-amarela;85;15;3;2;1;inter;
21;18;Elaeocarpaceae;Sloanea guianensis;(Aubl.) Benth.;Urucurana;22;8;5;2;1;sub;
21;19;Rubiaceae;Psychotria nuda;(Cham. & Schltdl.) Wawra;Cravo-negro;20;6;1;2;1;sub;
21;20;Symplocaceae;Symplocos pustulosa;Aranha;Orelha-de-on�a;34;9;2;2;1;inter;1
21;20;Symplocaceae;Symplocos pustulosa;Aranha;Orelha-de-on�a;31;9;2;2;1;inter;2
21;20;Symplocaceae;Symplocos pustulosa;Aranha;Orelha-de-on�a;31;9;2;2;1;inter;3
21;21;Elaeocarpaceae;Sloanea guianensis;(Aubl.) Benth.;Urucurana;32;9;4;2;1;inter;
21;22;Euphorbiaceae;Alchornea triplinervia;(Spreng.) M�ll.Arg.;Tanheiro;157;17;10;1;1;dossel;
21;23;Myrtaceae;Neomitranthes glomerata;(D.Legrand) D.Legrand;Pitang�o;35;8;3;2;1;inter;
21;24;Myrtaceae;Myrcia reitzii;(D.Legrand) Mazine;Cambuimzinho;24;8;3;2;1;sub;
21;25;;Morta;;;19;;;;;;Morta
21;26;Myrtaceae;Myrcia racemosa;(O.Berg) Kiaersk.;Guamirim-branco;29;8;2;2;1;sub;
21;27;Meliaceae;Guarea macrophylla;Vahl;Caf�-bravo;19;7;3;1;1;inter;
21;28;Boraginaceae;Cordia sellowiana;Cham.;Louro-mole;32;9;4;2;1;inter;
21;29;Myrtaceae;Myrcia strigipes;Mart.;Guamirim;21;8;3;2;1;sub;
21;30;;Morta;;;94;;;;;;Morta
21;31;;Morta;;;36;;;;;;Morta
21;32;Elaeocarpaceae;Sloanea guianensis;(Aubl.) Benth.;Urucurana;28;8;3;2;1;inter;
21;33;Primulaceae;Cybianthus brasiliensis;(Mez) G.Agostini;Capororoca;16;7;3;2;1;sub;
21;34;;Morta;;;29;;;;;;Morta
21;34;;Morta;;;25;;;;;;Morta
21;35;Sapotaceae;Pouteria beaurepairei;(Glaz. & Raunk.) Baehni;Batat�;17;4;3;2;1;sub;
21;36;Sapotaceae;Pouteria beaurepairei;(Glaz. & Raunk.) Baehni;Batat�;21;8;5;2;1;inter;1
21;36;Clusiaceae;Garcinia gardneriana;(Planch. & Triana) Zappi;Bacupari;16;8;5;2;1;inter;2
21;36;Primulaceae;Myrsine coriacea;(Sw.) R.Br. ex Roem. & Schult.;Capororoquinha;57;9;5;2;1;inter;3
21;37;Myrtaceae;Myrcia strigipes;Mart.;Guamirim;21;8;4;2;1;sub;
21;38;Elaeocarpaceae;Sloanea guianensis;(Aubl.) Benth.;Urucurana;19;8;4;2;1;sub;
21;39;Rubiaceae;Psychotria nuda;(Cham. & Schltdl.) Wawra;Cravo-negro;26;7;2;2;1;sub;
21;40;Myrtaceae;Eugenia excelsa;O.Berg;Eugenia;34;9;5;2;1;sub;col
21;41;Olacaceae;Heisteria silvianii;Schwacke;Brinco-de-mulata;58;13;7;1;2;dossel;
21;42;Clusiaceae;Garcinia gardneriana;(Planch. & Triana) Zappi;Bacupari;21;10;6;1;2;inter;
21;43;Fabaceae;Ormosia arborea;(Vell.) Harms;Olho-de-cabra;63;13;8;1;2;dossel;
21;44;Monimiaceae;Mollinedia schottiana;(Spreng.) Perkins;Espinheira-santa;21;8;2;2;1;inter;
21;45;Monimiaceae;Mollinedia schottiana;(Spreng.) Perkins;Espinheira-santa;47;8;2;2;1;inter;
22;1;Lauraceae;Endlicheria paniculata;(Spreng.) J.F.Macbr.;Canela-garuva;23;8;4;2;1;sub;
22;2;Rubiaceae;Cordiera concolor;(Cham.) Kuntze;Jardim-do-mato;25;8;3;3;2;sub;
22;3;;Morta;;;27;;;;;;Morta
22;4;Rubiaceae;Amaioua guianensis;Aubl.;Canela-de-veado;20;8;6;1;2;sub;
22;5;Euphorbiaceae;Aparisthmium cordatum;(A.Juss.) Baill.;Iricurana;30;8;4;1;1;inter;
22;6;Clusiaceae;Garcinia gardneriana;(Planch. & Triana) Zappi;Bacupari;29;8;4;2;1;inter;
22;7;Sapindaceae;Matayba intermedia;Radlk.;Mata�ba;130;16;6;3;3;inter;Tombada
22;8;Elaeocarpaceae;Sloanea hatschbachii;D. Sampaio & V.C. Souza;Urucurana;29;8;2;2;3;sub;bif
22;8;Elaeocarpaceae;Sloanea hatschbachii;D. Sampaio & V.C. Souza;Urucurana;22;8;2;2;3;sub;bif
22;9;Elaeocarpaceae;Sloanea guianensis;(Aubl.) Benth.;Urucurana;43;8;2;2;3;sub;
22;10;Anacardiaceae;Tapirira guianensis;Aubl.;Pau-pombo;36;9;4;2;2;sub;
22;11;Meliaceae;Guarea macrophylla;Vahl;Caf�-bravo;16;6;2;2;2;sub;
22;12;Myrtaceae;Myrcia reitzii;(D.Legrand) Mazine;Cambuimzinho;33;8;1;2;2;sub;
22;13;Myrtaceae;Myrcia pubipetala;Miq.;Goiab�o;75;19;10;1;1;dossel;
22;14;Lauraceae;Ocotea aciphylla;(Nees & Mart.) Mez;Canela-amarela;26;8;3;2;1;inter;
22;15;Lauraceae;Ocotea dispersa;(Nees & Mart.) Mez;Canela-sab�o;29;7;2;1;2;sub;
22;16;Urticaceae;Coussapoa microcarpa;(Schott) Rizzini;Mata-pau;53;12;6;2;1;inter;
22;17;Indet.;Indet.;;;228;23;10;2;1;dossel;
22;18;Anacardiaceae;Tapirira guianensis;Aubl.;Pau-pombo;70;18;9;2;1;dossel;
22;19;Meliaceae;Guarea macrophylla;Vahl;Caf�-bravo;18,5;5;2;1;1;sub;
22;20;Annonaceae;Xylopia langsdorffiana;A.St.-Hil. & Tul.;Pinda�va;22;9;4;1;2;sub;
22;21;Annonaceae;Xylopia langsdorffiana;A.St.-Hil. & Tul.;Pinda�va;24;9;4;1;2;sub;
22;22;Annonaceae;Xylopia brasiliensis;Spreng.;Pimenta-do-mato;59;12;5;3;2;inter;
22;23;Anacardiaceae;Tapirira guianensis;Aubl.;Pau-pombo;36,5;11;6;3;1;inter;
22;24;Meliaceae;Guarea macrophylla;Vahl;Caf�-bravo;35;1,3;0;3;3;sub;
22;25;Celastraceae;Monteverdia gonoclada;(Mart.) Biral;Espinheira-santa;28;12;7;1;1;inter;
22;26;Malpighiaceae;Bunchosia pallescens;Skottsb.;Caf�-do-mato;58;17;8;2;1;dossel;
22;27;Celastraceae;Monteverdia gonoclada;(Mart.) Biral;Espinheira-santa;29;7;2;3;2;sub;
22;28;Fabaceae;Andira fraxinifolia;Benth.;Pau-angelim;21;7;5;3;3;sub;
22;29;Anacardiaceae;Tapirira guianensis;Aubl.;Pau-pombo;124;19;10;2;1;dossel;
22;30;Lauraceae;Aniba firmula;(Nees & Mart.) Mez;Canela;25;8;4;3;2;sub;
22;31;Annonaceae;Xylopia langsdorffiana;A.St.-Hil. & Tul.;Pinda�va;18;7;2;3;2;sub;
22;32;Elaeocarpaceae;Sloanea guianensis;(Aubl.) Benth.;Urucurana;30;10;7;2;1;inter;
22;33;Myrtaceae;Myrcia racemosa;(O.Berg) Kiaersk.;Guamirim-branco;17;6;4;1;2;sub;
22;34;Myrtaceae;Myrcia racemosa;(O.Berg) Kiaersk.;Guamirim-branco;30;9;6;2;1;inter;bif
22;34;Myrtaceae;Myrcia racemosa;(O.Berg) Kiaersk.;Guamirim-branco;18;9;6;2;1;inter;bif
22;35;Fabaceae;Andira fraxinifolia;Benth.;Pau-angelim;77;14;7;2;1;dossel;
22;36;Rubiaceae;Faramea montevidensis;(Cham. & Schltdl.) DC.;Caf�-do-mato;31;9;5;2;1;inter;
22;37;Myrtaceae;Myrcia racemosa;(O.Berg) Kiaersk.;Guamirim-branco;21;6;2;2;1;sub;
22;38;Phyllanthaceae;Hyeronima alchorneoides;Allem�o;Cajueiro-bravo;107;20;7;1;1;dossel;
22;39;Arecaceae;Syagrus romanzoffiana;(Cham.) Glassman;Jeriv�;19;7;2;1;1;sub;
22;40;Elaeocarpaceae;Sloanea guianensis;(Aubl.) Benth.;Urucurana;28;8;5;1;3;inter;
22;41;Elaeocarpaceae;Sloanea guianensis;(Aubl.) Benth.;Urucurana;28;9;6;2;3;inter;
22;42;Myrtaceae;Myrcia reitzii;(D.Legrand) Mazine;Cambuimzinho;25;8;5;2;1;inter;
22;43;;Morta;;;32,5;;;;;;Morta
22;44;Lauraceae;Ocotea aciphylla;(Nees & Mart.) Mez;Canela-amarela;112;16;10;1;1;dossel;
22;45;Elaeocarpaceae;Sloanea guianensis;(Aubl.) Benth.;Urucurana;52;12;8;1;2;inter;
22;46;Anacardiaceae;Tapirira guianensis;Aubl.;Pau-pombo;114;18;10;2;1;dossel;
22;47;Sapotaceae;Manilkara subsericea;(Mart.) Dubard;Ma�aranduba;24;8;5;2;1;sub;
22;48;Lauraceae;Aniba firmula;(Nees & Mart.) Mez;Canela;22;8;6;2;2;inter;
22;49;Primulaceae;Cybianthus brasiliensis;(Mez) G.Agostini;Capororoca;22;7;2,5;3;3;sub;
22;50;Euphorbiaceae;Alchornea triplinervia;(Spreng.) M�ll.Arg.;Tanheiro;109;16;4;2;1;dossel;
22;51;Clethraceae;Clethra scabra;Pers.;Carne-de-vaca;43;11;7;1;1;inter;
22;52;Lauraceae;Ocotea dispersa;(Nees & Mart.) Mez;Canela-sab�o;28;9;5;2;1;inter;
